course_id;course_title;url;is_paid;price;num_subscribers;num_reviews;num_lectures;level;content_duration;published_timestamp;subject
564966;The Complete Chart Pattern Trading Course: A Proven Approach;https://www.udemy.com/make-money-trading-stocks-from-home/;True;200;2666;115;52;All Levels;4.0;2015-08-10T21:07:35Z;Business Finance
606928;7 Deadly Mistakes of Investing that Will Slash Your Profits!;https://www.udemy.com/7-deadly-mistakes-of-investing/;True;50;5354;24;23;All Levels;1.5;2015-09-21T18:10:34Z;Business Finance
58977;Financial Statements Made Easy;https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/;True;95;8095;249;12;Beginner Level;0.5833333333333334;2013-06-09T00:21:26Z;Business Finance
1242604;Winning Forex Trading with Live Forex Trading Examples;https://www.udemy.com/forexmacross/;True;200;809;3;25;All Levels;2.0;2017-06-06T02:54:04Z;Business Finance
798740;Forex Traders - Create Your First Trading Robot. No Coding!;https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/;True;200;2295;84;39;All Levels;4.0;2016-05-02T19:26:48Z;Business Finance
506568;Create A Business From Home Trading Stocks Today In 2017;https://www.udemy.com/work-from-home-buying-penny-stocks/;True;75;10149;83;16;All Levels;2.0;2015-05-26T17:25:46Z;Business Finance
1020760;Introduction to Accounting : Mastering Financial Statements;https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/;True;50;1916;38;23;Beginner Level;1.0;2016-12-05T22:14:17Z;Business Finance
859742;The Complete Ethereum Course: Get .01 Ether In Your Wallet;https://www.udemy.com/ethereum/;True;45;2507;333;40;All Levels;2.0;2016-05-30T18:53:46Z;Business Finance
383414;Beginner to Pro in PowerPoint: Complete PowerPoint Training;https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/;True;150;5786;518;50;All Levels;5.0;2015-01-31T15:34:05Z;Business Finance
353044;Investing 101: The Complete Online Investing Course;https://www.udemy.com/online-investing-guide/;True;200;5334;373;42;All Levels;4.5;2014-11-28T17:49:03Z;Business Finance
447362;Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager;https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/;True;175;4005;237;25;Intermediate Level;2.0;2015-04-12T20:13:47Z;Business Finance
831066;Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5);https://www.udemy.com/learn-mql5/;True;150;2877;103;81;All Levels;4.5;2016-04-26T22:41:46Z;Business Finance
1266306;Forex Trading: Your Complete Guide to Get Started Like a Pro;https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/;True;140;1026;25;37;Beginner Level;3.0;2017-06-27T22:21:31Z;Business Finance
1170894;Python Algo Stock Trading: Automate Your Trading!;https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/;True;95;1165;21;41;Beginner Level;2.5;2017-05-28T23:41:03Z;Business Finance
948974;THE Forex Robot: Incredible ROI (Robot Included);https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/;True;200;1843;171;35;All Levels;1.5;2016-10-04T15:20:57Z;Business Finance
380970;The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet;https://www.udemy.com/bitcoin-for-beginners/;True;45;8797;449;80;All Levels;6.5;2015-01-09T03:55:15Z;Business Finance
1217778;Mastering High Probability Iron Condor Options Trading;https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/;True;200;1030;11;22;All Levels;2.0;2017-06-01T05:22:08Z;Business Finance
1246208;The Complete Short Course on Ethereum;https://www.udemy.com/ethereum1/;True;200;1041;12;28;All Levels;1.5;2017-06-11T19:02:03Z;Business Finance
434774;Options Trading Stocks: Proven Toolbox For Financial Success;https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/;True;195;7884;118;68;Intermediate Level;10.0;2015-05-19T23:25:41Z;Business Finance
308690;Forex Trading A-Z™ - With LIVE Examples of Forex Trading;https://www.udemy.com/forex-trading/;True;195;16900;2476;52;Beginner Level;5.5;2014-12-12T23:58:39Z;Business Finance
888716;Introduction to Finance, Accounting, Modeling and Valuation;https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/;True;200;11441;1118;61;All Levels;4.5;2016-06-28T06:12:23Z;Business Finance
321410;Beginner to Pro in Excel: Financial Modeling and Valuation;https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/;True;195;22257;2697;138;All Levels;7.5;2014-11-25T23:00:40Z;Business Finance
965832;The Complete Investment Banking Course 2017;https://www.udemy.com/the-complete-investment-banking-course-2016/;True;195;8575;809;110;All Levels;5.5;2016-10-10T16:16:26Z;Business Finance
648826;The Complete Financial Analyst Course 2017;https://www.udemy.com/the-complete-financial-analyst-course/;True;195;24481;2347;174;All Levels;10.0;2016-01-21T01:38:48Z;Business Finance
1035472;Python for Finance: Investment Fundamentals & Data Analytics;https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/;True;195;3811;278;103;All Levels;6.5;2017-03-30T22:17:09Z;Business Finance
1154754;Financial Modeling for Startups & Small Businesses;https://www.udemy.com/financial-modeling-for-startups-small-businesses/;True;195;4991;137;79;Beginner Level;11.5;2017-03-29T22:36:05Z;Business Finance
627540;Options Trading - How to Win with Weekly Options;https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/;True;115;7489;1190;25;Intermediate Level;1.0;2015-10-22T21:54:28Z;Business Finance
301442;Black Algo Trading: Build Your Trading Robot;https://www.udemy.com/build-your-trading-robot/;True;200;20195;1113;227;All Levels;16.0;2014-10-27T22:01:36Z;Business Finance
640100;Accounting & Financial Statement Analysis: Complete Training;https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/;True;150;10042;594;43;All Levels;3.0;2015-10-22T00:03:48Z;Business Finance
1247394;Cryptocurrency Trading: Complete Guide To Trading Altcoins;https://www.udemy.com/cryptocurrency-trading/;True;95;367;42;35;All Levels;5.0;2017-06-21T23:18:47Z;Business Finance
260470;Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!;https://www.udemy.com/backtesting/;True;200;10603;872;42;All Levels;5.5;2014-10-12T21:19:11Z;Business Finance
1214702;Three Steps Trading - Live Trading - Real Account;https://www.udemy.com/three-steps-trading-live-trading-real-account/;True;190;1197;11;46;All Levels;5.0;2017-05-24T23:02:07Z;Business Finance
848664;Option Trading for Rookies:  Understand Options Completely;https://www.udemy.com/complete-course-introduction-to-option-trading/;True;150;2893;65;62;All Levels;2.0;2016-08-10T15:27:06Z;Business Finance
1142570;How I Learned Stock Trading (and How You Can Too);https://www.udemy.com/best-stock-traders/;True;200;1580;12;53;Expert Level;2.0;2017-05-02T21:20:54Z;Business Finance
325834;Learn to Trade for Profit: Find and Trade Winning Stocks;https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/;True;95;10605;71;77;All Levels;3.0;2014-10-24T18:13:49Z;Business Finance
411168;Trading Inside Bars - Master 1 Easy Pattern To Be Successful;https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/;True;125;2996;200;23;Intermediate Level;2.0;2015-03-09T00:24:38Z;Business Finance
885974;Four Fundamentals of Financial Planning;https://www.udemy.com/four-fundamentals-of-financial-planning/;True;30;6219;23;20;All Levels;1.0;2017-02-14T04:42:58Z;Business Finance
1151092;Options Trading - Calendar Spread Course for Every Trader;https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/;True;200;1113;11;17;All Levels;1.5;2017-04-02T21:46:00Z;Business Finance
358326;Dividend Investing: Build Your Portfolio for a Better Future;https://www.udemy.com/dividend-investing/;True;60;8314;83;47;Beginner Level;4.0;2015-01-24T06:31:19Z;Business Finance
153210;Learn Accounting. Understand Business.;https://www.udemy.com/learn-accounting-understand-business/;True;200;5572;123;33;Beginner Level;5.5;2014-03-27T17:58:37Z;Business Finance
834836;How to Consistently Win Trading Stocks in 30 Days or Less;https://www.udemy.com/winningstocktrades/;True;145;1433;169;15;Intermediate Level;1.0;2016-05-09T05:44:33Z;Business Finance
1171994;A Beginner's Guide to Quantopian Futures API;https://www.udemy.com/quantopian-futures/;True;20;936;6;11;Intermediate Level;1.5;2017-04-11T00:59:50Z;Business Finance
1239068;How to Buy Cheap Options - Options Trading Pricing Model;https://www.udemy.com/options-black-scholes-model/;True;200;658;2;19;All Levels;1.0;2017-06-02T18:12:45Z;Business Finance
985922;Excel Crash Course: Master Excel for Financial Analysis;https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/;True;105;8121;689;40;All Levels;3.5;2016-10-18T00:51:59Z;Business Finance
765562;Comprehensive Guide to Financial Markets, Investing &Trading;https://www.udemy.com/financial-markets-a-to-z-for-beginners/;True;60;4187;600;79;Beginner Level;9.0;2016-02-29T18:45:41Z;Business Finance
165964;Stock Trading Ninja: Complete System For Trading Success;https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/;True;155;9445;497;38;All Levels;4.5;2014-02-19T19:04:28Z;Business Finance
855172;Hedge and Mutual Fund Careers: The Complete Guide;https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/;True;200;3255;340;102;All Levels;8.5;2016-06-20T20:17:12Z;Business Finance
258232;Algorithmic Trading In Forex: Create Your First Forex Robot!;https://www.udemy.com/learn-mql4/;True;185;7941;713;40;All Levels;6.5;2014-08-11T08:01:14Z;Business Finance
994754;The Power Modeling Bootcamp: Advanced Excel in 10 Days;https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/;True;150;1680;158;76;All Levels;5.5;2016-11-26T04:09:14Z;Business Finance
43319;Options Trading Basics (3-Course Bundle);https://www.udemy.com/learn-options-trading-courses/;True;180;10100;985;45;Beginner Level;11.0;2013-02-25T11:36:06Z;Business Finance
408440;How to Win 97% of Your Options Trades;https://www.udemy.com/how-to-win-97-percent-of-your-trades/;True;125;5050;461;26;All Levels;1.5;2015-02-10T04:21:40Z;Business Finance
918688;How I Make Consistent Returns Trading Options;https://www.udemy.com/how-i-make-15-per-month-trading-options/;True;200;2310;162;26;All Levels;3.5;2016-10-05T17:42:52Z;Business Finance
308694;Forex Strategies: Kelly Criterion, Larry Williams and more!;https://www.udemy.com/money-management/;True;185;5528;506;32;All Levels;3.0;2015-02-19T11:31:27Z;Business Finance
199450;Elite Trend Trader: Learn To Trade Stocks, Options & Forex;https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/;True;125;6451;237;28;All Levels;5.0;2014-04-16T13:58:31Z;Business Finance
401784;Options Trading Introduction: Day Trade Stock Options;https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/;True;95;12394;218;30;Beginner Level;2.5;2015-02-20T21:39:41Z;Business Finance
1122792;The Almost Perfect Options Trading Strategy System - Unique;https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/;True;200;1793;18;15;All Levels;1.0;2017-03-03T21:43:05Z;Business Finance
709500;Forex Trading -  Learn to Trade Forex Like the Banks;https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/;True;20;3223;240;23;All Levels;1.0;2016-03-30T15:29:03Z;Business Finance
285638;Learn to Trade for Profit:Trading with Japanese Candlesticks;https://www.udemy.com/introduction-to-japanese-candlesticks/;True;60;16385;273;45;Beginner Level;3.0;2014-09-02T03:53:13Z;Business Finance
1135126;The Most Powerful Options Spread Trading Front Ratio Spread;https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/;True;200;1487;16;18;All Levels;2.0;2017-03-08T21:09:41Z;Business Finance
834558;What Finance Job is for You? Explanation of 14 Finance Roles;https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/;True;200;2951;232;60;All Levels;4.0;2016-05-04T05:22:32Z;Business Finance
551968;The Blueprint for Successful Stock Trading;https://www.udemy.com/stock-market-millionaire-blueprint/;True;120;2697;331;15;All Levels;1.0;2015-08-13T18:58:05Z;Business Finance
1005658;Trading for Beginners - Intermediate Level;https://www.udemy.com/trading-for-beginners-tier-2/;True;150;3979;40;39;Beginner Level;5.0;2016-11-09T01:45:20Z;Business Finance
746432;Start Trading Stocks Using Technical Analysis!;https://www.udemy.com/professional-stock-trader/;True;25;3190;244;45;All Levels;4.0;2016-02-03T17:10:31Z;Business Finance
1057242;Learn How to Set Up an Incubator Hedge Fund - Step-by-Step;https://www.udemy.com/hedge-fund-startup/;True;200;1406;71;54;Expert Level;1.5;2017-01-18T20:55:27Z;Business Finance
284118;VPS for Forex Trading - Protect Your Forex Robots;https://www.udemy.com/forex-vps/;True;160;4252;225;24;All Levels;2.0;2014-09-19T04:07:58Z;Business Finance
302562;Introduction to Accounting: The Language of Business;https://www.udemy.com/learnaccountingforfree/;True;20;11958;370;134;Beginner Level;11.5;2014-10-02T09:16:55Z;Business Finance
596598;Basic Excel for Basic Bookkeeping and Accounting;https://www.udemy.com/basic-excel-for-basic-bookkeeping/;True;95;7743;340;33;Beginner Level;1.5;2015-09-10T00:30:48Z;Business Finance
860890;"Using 'The Greeks To Understand Options""";https://www.udemy.com/options-greeks/;True;50;2134;55;5;All Levels;1.0;2016-07-13T18:37:40Z;Business Finance
951050;Trading Options For Consistent Returns: Calendar Spreads;https://www.udemy.com/trading-options-for-consistent-returns-calendar-spreads/;True;200;1214;69;20;All Levels;1.5;2016-10-07T04:58:46Z;Business Finance
796450;How to Create Your Personal Budget;https://www.udemy.com/personal-budget/;True;20;3870;53;10;All Levels;1.0;2016-03-21T21:09:49Z;Business Finance
502772;The Complete Value Investing Course: A Proven Approach;https://www.udemy.com/value-investing-essential-guide-to-picking-stocks/;True;200;2146;212;49;All Levels;4.5;2015-06-16T22:43:07Z;Business Finance
1102462;FOREX Trading with Price Action;https://www.udemy.com/forex-trading-system/;True;195;484;57;19;Beginner Level;1.0;2017-03-14T18:30:55Z;Business Finance
1062092;Emini ES Futures - Advanced Non Directional Options Trading;https://www.udemy.com/emini-es-futures-advanced-non-directional-options-trading/;True;200;1057;15;14;All Levels;1.5;2017-01-11T20:48:19Z;Business Finance
891484;Forex Trading - Advanced Fundamental Analysis;https://www.udemy.com/forex-trading-advanced-fundamental-analysis/;True;20;1754;100;49;Intermediate Level;2.5;2016-06-30T17:06:46Z;Business Finance
1217064;How To Invest With Tiny Capital In Stocks ?;https://www.udemy.com/howtoinvest5k/;True;20;1239;5;6;Beginner Level;0.7;2017-05-23T16:07:09Z;Business Finance
382204;Learn How To Successfully Trade Stocks: In 5 Simple Steps;https://www.udemy.com/learn-how-to-successfully-trade-stocks-in-5-simple-steps/;True;95;2493;276;108;All Levels;9.5;2015-01-31T19:02:09Z;Business Finance
308696;Forex MetaTrader 4: Master MT4 Like A Pro Forex Trader;https://www.udemy.com/metatrader4/;True;150;2602;402;57;Beginner Level;5.0;2015-10-28T17:32:56Z;Business Finance
474928;Intermediate Options trading concepts for Stocks and Options;https://www.udemy.com/intermediate-options-trading-concepts-for-stocks-and-options-traders/;True;40;2000;30;9;All Levels;1.0;2015-04-13T20:28:04Z;Business Finance
1148774;Options Trading 101: The Basics;https://www.udemy.com/options-trading-101-the-basics/;False;0;1514;66;11;Beginner Level;0.55;2017-03-23T22:19:57Z;Business Finance
959144;Practical Accounts APP Overview;https://www.udemy.com/practical-accounts-app-overview/;True;20;1361;1;14;Intermediate Level;3.0;2016-10-04T23:38:32Z;Business Finance
1233350;Bitcoin Profits for Beginners;https://www.udemy.com/bitcoin-profits-for-beginners/;True;100;61;18;30;Beginner Level;1.5;2017-06-09T17:01:05Z;Business Finance
572744;Trend Traders Club: How To Find And Trade Fast Moving Trends;https://www.udemy.com/how-to-find-and-trade-profitable-fast-moving-trends/;True;75;1513;31;60;All Levels;5.5;2015-08-04T19:16:51Z;Business Finance
724062;Financial Statements Basics;https://www.udemy.com/financial-statements-basics/;True;20;1374;19;9;Beginner Level;2.0;2016-01-14T18:58:56Z;Business Finance
474212;High performance Stock Trading using key Options techniques;https://www.udemy.com/high-performance-stock-trading-using-options-trading-techniques/;True;40;2103;15;6;All Levels;1.5;2015-04-12T22:28:45Z;Business Finance
771276;Introduction to Financial Statement Analysis;https://www.udemy.com/introduction-to-financial-statement-analysis/;True;20;1480;25;25;Beginner Level;1.5;2016-03-21T17:00:37Z;Business Finance
388164;Basics of Economics (College Level);https://www.udemy.com/economics-for-accounting-and-finance-professionals/;True;25;2516;12;20;All Levels;1.5;2015-01-08T13:55:52Z;Business Finance
133536;Stock Market Investing for Beginners;https://www.udemy.com/the-beginners-guide-to-the-stock-market/;False;0;50855;2698;15;Beginner Level;1.5;2013-12-25T19:53:34Z;Business Finance
655300;Accounting for Beginners : Learn Basics in under 1 Hour;https://www.udemy.com/accounting-for-beginners-how-to-do-accounting-super-easily/;True;50;1971;13;20;Beginner Level;1.5;2015-12-03T17:08:10Z;Business Finance
949504;Straddle Options Trading - Profit in Any Market Direction;https://www.udemy.com/straddle-options-trading-profit-in-any-market-direction/;True;200;837;9;19;All Levels;1.0;2016-10-03T17:32:40Z;Business Finance
265960;Fundamentals of Forex Trading;https://www.udemy.com/fundamentals-of-forex-trading/;False;0;17160;620;23;All Levels;1.0;2014-08-29T20:10:38Z;Business Finance
680044;Binary Options: Trading Strategies, 90% Accuracy and Signals;https://www.udemy.com/learn-trading-binary-options-from-scratch-and-3-strategies/;True;195;1723;38;24;Beginner Level;1.0;2015-12-14T18:29:57Z;Business Finance
923616;Website Investing 101 - Buying & Selling Online Businesses;https://www.udemy.com/cash-flow-website-investing-buy-sell-online-businesses-digital-assets/;False;0;6811;151;51;All Levels;2.0;2016-08-05T17:03:15Z;Business Finance
741898;Practical Accounts & Bookkeeping Automated Overview ;https://www.udemy.com/practical-accounts-bookkeeping-automated-overview/;True;20;2060;17;30;All Levels;4.5;2016-01-28T21:43:31Z;Business Finance
381330;Live Account - ETF Trading System - Hacking The Stock Market;https://www.udemy.com/cracked-wall-street-hacked-the-stock-market-top-secret/;True;150;2318;19;16;All Levels;5.0;2014-12-31T03:29:21Z;Business Finance
545918;Stock Market Leverage: How to Start Trading Options Wisely;https://www.udemy.com/stock-market-tips-how-to-successfully-trade-options/;True;95;2153;14;13;Beginner Level;1.5;2015-07-27T18:39:51Z;Business Finance
191854;Stock Market Foundations;https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/;False;0;19339;794;9;Beginner Level;2.0;2014-03-31T21:35:06Z;Business Finance
471546;Crash Course on Working Capital Management;https://www.udemy.com/crash-course-on-working-capital-management/;True;20;3177;8;8;All Levels;1.0;2015-04-16T17:35:54Z;Business Finance
866584;Advanced Accounting A Complete Study for CA / CMA / CFA / CS;https://www.udemy.com/branch-accounts-a-complete-analysis/;True;150;1535;16;462;All Levels;62.0;2016-06-03T17:42:27Z;Business Finance
889824;61% Profit In 1 Month - Crush Your Forex Trading Paradigm;https://www.udemy.com/61-profit-in-1-month-shattering-your-trading-paradigm/;True;20;1027;29;25;All Levels;1.5;2016-07-18T22:38:56Z;Business Finance
1191504;How to create a routine Trading;https://www.udemy.com/how-to-create-a-trading-routine/;True;25;307;8;5;All Levels;0.13333333333333333;2017-05-01T18:50:43Z;Business Finance
585752;Forex Trading Secrets |MT4 Robot (EA) inside, no coding;https://www.udemy.com/forex-trading-robot-forex-trading/;True;150;2096;48;29;All Levels;0.6833333333333333;2015-08-24T22:16:54Z;Business Finance
671578;Forex SOS Course: Trading Tweaks And Working Forex Strategy;https://www.udemy.com/forex-sos-course/;True;50;1315;48;59;Beginner Level;2.5;2015-11-18T22:40:10Z;Business Finance
151668;Introduction to Financial Modeling;https://www.udemy.com/financial-modeling-asimplemodel/;False;0;29167;1463;8;Intermediate Level;1.5;2014-05-27T16:22:16Z;Business Finance
1105344;Quantitative Aptitude for Banking & Competitive Examinations;https://www.udemy.com/quantitative-aptitude-for-competitive-examinations-part-i/;True;50;1056;1;42;All Levels;3.0;2017-02-09T19:33:52Z;Business Finance
44836;Option Spreads and Credit Spreads Bundle;https://www.udemy.com/option-spreads-and-credit-spreads-bundle/;True;180;2212;194;24;Expert Level;4.5;2013-03-05T18:27:38Z;Business Finance
840300;B Com Accountancy I (Paper ECO 02 IGNOU);https://www.udemy.com/accounts-from-incomplete-records/;True;50;2946;6;284;All Levels;31.5;2016-05-05T23:07:43Z;Business Finance
1100054;FOREX TRADING - Learn in a quick + profitable way + support;https://www.udemy.com/forex-the-only-simple-trading-your-ever-need-bank-trading/;True;100;271;48;47;All Levels;3.5;2017-02-20T23:45:20Z;Business Finance
421054;Auditing Basics (Professional Course Level);https://www.udemy.com/basics-of-auditing/;True;25;3771;10;35;All Levels;2.5;2015-02-13T14:37:18Z;Business Finance
528784;Stock market Investing Encyclopedia: How to invest in stocks;https://www.udemy.com/stockmarket/;True;200;3143;11;39;Intermediate Level;3.0;2015-11-10T22:55:53Z;Business Finance
637430;Learn the basics of preparing accounting statements;https://www.udemy.com/basics-of-financial-accounting/;True;20;1951;30;20;Intermediate Level;0.55;2015-10-13T21:07:22Z;Business Finance
236080;Elliott Wave -Forex Trading With The Elliott Wave Theory;https://www.udemy.com/forex-trading-with-the-elliot-wave-theory/;True;90;4022;35;14;Expert Level;1.0;2016-12-15T15:49:13Z;Business Finance
777444;Corporate Finance - A Brief Introduction;https://www.udemy.com/finance-a-brief-introduction-and-basics-finance-101/;False;0;11724;649;17;Beginner Level;1.5;2016-03-04T05:58:09Z;Business Finance
474238;Excel functions to analyze and visualize data;https://www.udemy.com/basic-excel-functions-to-analyze-large-data/;True;20;2283;54;16;Intermediate Level;2.0;2015-04-20T18:52:32Z;Business Finance
1245244;Building Financial Statements in Excel;https://www.udemy.com/guide-to-building-financial-statements/;True;35;1181;1;18;Beginner Level;1.0;2017-06-29T23:34:42Z;Business Finance
1051570;Transfer Pricing A Complete Analysis;https://www.udemy.com/transfer-pricing-a-complete-analysis/;True;50;1852;3;14;All Levels;2.5;2016-12-28T18:19:16Z;Business Finance
262370;Accounting: Get Hired Without Work Experience;https://www.udemy.com/accounting-get-hired-without-work-experience/;True;100;4661;187;20;All Levels;1.0;2014-09-01T21:43:47Z;Business Finance
1188178;Forex Trading for Beginners - Basics;https://www.udemy.com/complete-forex-trading-for-beginners-in-1-course-basics/;True;50;989;9;11;All Levels;1.0;2017-04-24T16:42:56Z;Business Finance
824592;Basic Bookkeeping Hacks;https://www.udemy.com/basic-bookkeeping/;True;20;5841;16;28;All Levels;1.5;2016-06-14T15:43:23Z;Business Finance
1147458;Complete Trading Plan Course for Stocks & Forex (10 Hours);https://www.udemy.com/killer-trading-plan-6-year-old-can-invest-10-hours-stocks-forex-etf/;True;200;1087;14;61;All Levels;9.5;2017-03-23T05:54:27Z;Business Finance
1243448;"Forex Trading with Fixed 'Risk through Options Trading""";https://www.udemy.com/forexoptions/;True;200;611;4;26;Beginner Level;1.0;2017-06-07T17:15:07Z;Business Finance
730414;Intro to Investment Banking, M&A, IPO, Modeling + Free Book;https://www.udemy.com/investment-banking-mergers-ipo-financial-model-business-mba-pro-forma/;True;60;1922;149;15;All Levels;20.0;2016-01-21T01:25:31Z;Business Finance
252396;How to Pick The Right Penny Stocks To Invest In 2017;https://www.udemy.com/how-to-make-5000month-trading-penny-stocks/;True;150;9015;65;23;All Levels;2.5;2014-07-01T20:04:27Z;Business Finance
1198166;Top 10 Trading Ideas in the Equities Market;https://www.udemy.com/top-10-trading-ideas-in-the-equities-market/;True;20;661;4;12;All Levels;1.0;2017-05-02T21:59:07Z;Business Finance
920604;Intro to Financial Modeling;https://www.udemy.com/intro-to-financial-modeling/;True;105;1077;110;55;Beginner Level;6.0;2016-08-19T20:12:24Z;Business Finance
215728;Shark Accounting - Building a Business by the Numbers!;https://www.udemy.com/shark-accounting/;True;20;6050;140;17;Beginner Level;1.5;2014-05-18T19:08:04Z;Business Finance
722174;Forex Trading MAKE YOUR FIRST TRADE TODAY!;https://www.udemy.com/trade-forex/;True;150;3523;46;45;All Levels;4.0;2016-01-10T21:39:39Z;Business Finance
48841;Accounting in 60 Minutes - A Brief Introduction;https://www.udemy.com/accounting-in-60-minutes-a-brief-introduction/;False;0;56659;4397;16;Beginner Level;1.5;2013-04-07T21:39:25Z;Business Finance
907444;SAP FICO For Beginners - A Guide to SAP Financial Accounts;https://www.udemy.com/sap-fico-for-sap-beginners/;True;100;1444;101;59;Beginner Level;5.0;2016-07-25T16:08:07Z;Business Finance
317030;Learn how to double your Forex Trading Account in one trade;https://www.udemy.com/learn-how-to-double-your-forex-trading-account-in-one-trade/;True;60;2900;424;36;Intermediate Level;2.5;2014-10-19T22:04:51Z;Business Finance
